data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
17369,8-Aug-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 8 August 2020, in Zapopan, Jalisco, two men were shot in Colonia Mesa Colorada by several armed individuals who fled in 2 vehicles. One of the men died and the other was injured.",1,1612548699
17517,7-Aug-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 7 August 2020, in Zapopan, Jalisco, armed men carried out a drive-by shooting against a man in Colonia La Palmita. The victim's car crashed and the perpetrators went off the vehicle to shot him. The victim died. 1 fatality.",1,1612548699
17524,7-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 7 August 2020, in Guadalajara, Jalisco, owners and workers of social venues protested demanding permits to reopen their venues that have been closed since the beginning of the coronavirus pandemic. The participants complained about the unequal treatment in comparison to other venues that have been allowed to host social events. [size=no report]",0,1612548699
17662,5-Aug-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Blog del Narco,"On 5 August 2020, in Tlaquepaque, Jalisco, two men and two women were shot dead in a place known for being a drug-selling point in Colonia Hidalgo. There is no information about the perpetrators. Also, another two were injured. 4 fatalities and 2 injured.",4,1612548699
17796,3-Aug-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,El Blog del Narco,"On 3 August 2020, in Tonala, Jalisco, three men were shot by four hooded men in Colonia Santa Paula in a drive-by shooting. One of the victims died and the other two were injured. After the attack, the perpetrators burned the car in which they arrived. 1 fatality, 2 injured.",1,1612548699
17931,2-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 2 August 2020, in Guadalajara, Jalisco, dozens of people demonstrated to demand greater commitments from the authorities to address the issue of disappearances in Jalisco. The demonstrators denounced the passivity of the governor and the lack of commitment from the local representatives. [size=dozens]",0,1612548699
17932,2-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 2 August 2020, in Guadalajara, Jalisco, dozens of people demonstrated in favour of the federal government and against the governor of the state of Jalisco, showing their support for the president of Mexico and his programme called the fourth transformation. [size=dozens]",0,1612548699
17942,2-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 2 August 2020, in Guadalajara, Jalisco, about 300 members of FRENA demonstrated to demand the resignation of the Mexican president. [size=about 300]",0,1612548699
18106,1-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 1 August 2020, in Guadalajara, Jalisco, a group of women demonstrated to demand a subsidy from the state program Women Household Leaders (Mujeres Lideres del Hogar). [size=no report]",0,1612548700
18110,1-Aug-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"Around 1 August 2020 (as reported), in Tlaquepaque, Jalisco, a man was killed and his gagged body was found in Colonia Guayabitos. Allegedly, the body was inside a suitcase before being discovered by the police. 1 fatality.",1,1612548700
18210,31-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Chiapas,Tonala,Tonala,16.0914,-93.7518,Milenio,"On 31 July 2020, in Tonala, Chiapas, health workers demonstrated to demand the release of a doctor arrested for alleged abuse of power and to demand the dismissal of the Chiapas Secretary of Health. They also denounced the lack of medicines and supplies to deal with the coronavirus. [size=no report]",0,1612548700
18219,31-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 31 July 2020, in Guadalajara, Jalisco, a group of people demonstrated to urge the state governor to take action to prevent environmental pollution of the Lerma-Chalapa-Santiago basin and to help those who have been sickened by such pollution. [size=no report]",0,1612548700
18559,28-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 28 July 2020, in Zapopan, Jalisco, about 12 people demonstrated in front of the Federal Electricity Commission to denounce that they have been suffering from electricity blackouts in Fraccionamiento 18 de Marzo for two months and to demand maintenance of the electrical installations. [size=about 12]",0,1612548700
18567,28-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 28 July 2020, in Guadalajara, Jalisco, relatives of victims of forced disappearance protested demanding justice and investigation of their cases. [size=no report]",0,1612548700
18734,26-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Silla Rota; Pagina 24 Jalisco,"On 26 July 2020, in Tlaquepaque, Jalisco, two armed men attacked a local government representative affiliated to the MORENA party in Lopez Mateos Avenue. The victim was injured. 1 injured.",0,1612548700
18964,25-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 25 July 2020, in Guadalajara, Jalisco, four men were shot inside a store in Colonia Villa Vicente Guerrero by three armed individuals. 1 person died and 3 were injured.",1,1612548700
18969,25-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Noroeste,"On 25 July 2020, in Guadalajara, Jalisco, supporters of FRENA participated in a vehicle caravan demanding the resignation of President Lopez Obrador. [size=no report]",0,1612548700
19117,24-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 24 July 2020 (as reported), in Guadalajara, Jalisco, a group of women demonstrated and blocked the Avenida Juarez with Ramon Corona Street to demand a subsidy from the state program Women Household Leaders (Mujeres Lideres del Hogar). [size=no report]",0,1612548700
19198,23-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico); Milenio,"On 23 July 2020, in Guadalajara, Jalisco, between 100-150 temporary workers from different health centers demonstrated in front of Casa Jalisco to ask for better working conditions and to be able to talk to the governor. [size=between 100-150]",0,1612548700
19249,23-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"Around 23 July 2020 (as reported), in Tonala, Jalisco, an injured man was attacked. He was found unconscious with signs of torture in Colonia Constancio Hernandes. 1 injured.",0,1612548700
19304,22-Jul-20,2020,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 22 July 2020, in Guadalajara, Jalisco, a man who was allegedly involved in collecting fees for a criminal group and selling drugs in the Libertad market was shot inside the market's parking lot by armed individuals who arrived in two vehicles. According to the report, the deceased had stopped collecting fees for the criminal group during the coronavirus pandemic.",1,1612548700
19779,18-Jul-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"Around 18 July 2020 (as reported), in Guadalajara, Jalisco, three people tied two men by their hands and feet and beat them up inside a house in Colonia San Juan Bosco. The place of the attack was recognized as a drug selling point. 2 injured",0,1612548701
19782,18-Jul-20,2020,Violence against civilians,Attack,Unidentified Communal Militia (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 18 July 2020, in Tlaquepaque, Jalisco, a man was shot dead and another man shot and injured by two armed men in Colonia San Martin de las Flores de Abajo. According to the report, the attack seems to be related to a dispute with the ejidal commissariat of San Martin de las Flores. 1 fatality, 1 injured",1,1612548701
19783,18-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"Around 18 July 2020 (as reported), in Tlaquepaque, Jalisco, a man was killed and his body was found wrapped in a blanket and inside a bag in Colonia Jardines de Miraflores. 1 fatality",1,1612548701
19913,17-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco; La Jornada,"On 17 July 2020, in Guadalajara, Jalisco, about 50 police officers and their relatives held a march for police dignity. The demonstrators demanded a dignified retirement, medical coverage, access to State Pensions, protection equipment to avoid being infected by the coronavirus, and salary improvements. [size=about 50]",0,1612548701
20010,16-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Prensa de Monclova,"On 16 July 2020, in Zapopan, Jalisco, on the occasion of the visit of the president of Mexico, a group of relatives of disappeared people protested to denounce the authorities' inaction in solving their cases. [size=no report]",0,1612548701
20018,16-Jul-20,2020,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"Around 16 July 2020 (as reported), in Tonala, Jalisco, armed men in a van tried to escape from the police. During the chase that followed, the armed men fired at the police who shot back from their vehicle and injured 1 men in Colonia El Rosario. 3 people were arrested.",0,1612548701
20019,16-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 16 July 2020, in Zapopan, Jalisco, on the occasion of a visit of the president of Mexico, a group of teachers demonstrated to denounce that they have not been paid due to problems in the management of the Educational Payroll Contribution Fund. [size=no report]",0,1612548701
20020,16-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 16 July 2020, in Zapopan, Jalisco, on the occasion of a visit of the president of Mexico, a group of people demonstrated to show their support to the Mexican president. [size=no report]",0,1612548701
20021,16-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 16 July 2020, in Zapopan, Jalisco, on the occasion of a visit of the president of Mexico, members of FRENA demonstrated to demand the resignation of the Mexican president. [size=no report]",0,1612548701
20265,13-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 13 July 2020, in Zapopan, Jalisco, at least three armed men attacked a man in Colonia Division del Norte. The victim died. 1 fatality.",1,1612548701
20577,11-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 11 July 2020, in Guadalajara, Jalisco, members of FRENA participated in a caravan of vehicles demanding the resignation of President Lopez Obrador. [size=no report]",0,1612548701
20658,10-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"On 10 July 2020, in Guadalajara, Jalisco, during the night three homeless men were stabbed and injured by several individuals in a park in Colonia Gabriel Leyva. Also during the night, a man was shot and injured by several individuals inside an abandoned house in Colonia Lima. It is being investigated whether the attacks are related.",0,1612548701
20676,10-Jul-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 10 July 2020, in Guadalajara, Jalisco, a man was shot dead by two armed men inside his car in a drive-by incident in Colonia San Andres.",1,1612548702
20768,9-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 9 July 2020 (as reported), in Guadalajara, Jalisco, a woman was killed and her body was found wrapped in a blanket in Colonia Primero de Mayo. 1 fatality",1,1612548702
20771,9-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 9 July 2020, in Guadalajara, Jalisco, about 50 cyclists demonstrated to show their support for a project to build a bicycle path along Guadalupe Avenue. The project has caused some disagreement among the neighbors of the area. [size=about 50]",0,1612548702
20867,8-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 8 July 2020, in Guadalajara, Jalisco, a group of dancers protested outside Casa Jalisco demanding permits to re-open the dance studios that have been closed as a measure to prevent the spread of coronavirus. [size=no report]",0,1612548702
20870,8-Jul-20,2020,Battles,Armed clash,CJNG: Jalisco New Generation Cartel,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Imagen del Golfo; La Verdad,"On 8 July 2020, in Guadalajara, Jalisco, armed men clashed with police state officers in Colonia Balcones de Obaltos. It appears to be an attack by alleged CJNG members on a police command that was unharmed. The clash was recorded and circulated on social networks. One female officer died and another one was injured. 1 fatality and 1 injured.",1,1612548702
20902,8-Jul-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 8 July 2020, in Guadalajara, Jalisco, at least 50 people protested demanding information about the investigation of forced disappearance. [size=at least 50]",0,1612548702
20971,7-Jul-20,2020,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Verdad; Entorno Informativo; Milenio,"On 7 July 2020, in Guadalajara, Jalisco, armed men clashed with state police officers in Colonia Oblatos. One officer died and another one was injured. 1 fatality and 1 injured.",1,1612548702
